Start Day,Member Count,Casual Count,Member Duration Avg,Casual Duration Avg
2023-12-01,59558,8457,10.54,16.74
2023-12-02,81552,23119,12.25,23.13
2023-12-03,30926,5582,10.24,18.15
2023-12-04,87035,11358,10.79,16.96
2023-12-05,87915,10272,10.97,16.07
2023-12-06,83161,9541,10.28,15.82
2023-12-07,78875,9418,10.63,15.82
2023-12-08,86113,14615,10.99,18.04
2023-12-09,81250,23392,12.38,24.1
2023-12-10,36805,7857,10.18,19.29
2023-12-11,63142,7342,11.05,15.36
2023-12-12,83550,9664,10.89,17.79
2023-12-13,86334,10447,11.65,17.21
2023-12-14,82975,10158,10.29,16.56
2023-12-15,89873,15846,10.81,18.52
2023-12-16,76937,20312,11.92,23.16
2023-12-17,46584,10072,11.3,22.78
2023-12-18,52249,6779,10.88,17.25
2023-12-19,74784,9173,11.37,17.36
2023-12-20,73916,9424,11.1,16.51
2023-12-21,67988,9187,10.97,17.57
2023-12-22,56882,8815,10.54,16.71
2023-12-23,42525,8706,10.43,21.1
2023-12-24,33183,7767,10.97,23.7
2023-12-25,22341,8722,13.35,29.86
2023-12-26,43509,9527,11.12,21.87
2023-12-27,37640,6373,10.83,18.31
2023-12-28,40919,7591,11.17,21.55
2023-12-29,56119,15293,11.73,23.91
2023-12-30,46025,12469,11.05,23.16
2023-12-31,43198,12524,11.16,24.52
